text,label,filename
"CIGARETTE REPORT FORM

(1) YEAR COVERED: __ 1985

(2) BRAND FAMILY NAME: LUCKY STRIKE

(3) VARIETY DESCRIPTION?

a

»_king size, filter, hard pack

(4) PRobucT LENGT' King

(5) FILTER: _X_ NONFILTER: (check one)

(6) HARD PACKX _ SOFT PACK: (check one)
(7) MENTHOL: _

NONMENTHOL: XX (check one)
20's

(8) PACK SIZE SOLD:__

(9) “TART:

__ NICOTINE: 0.8 mg (Jan. '85 Report)

(20) VARIETY UNIT SALES 238,282

(11) VARIETY DOLLAR SALES:__ 6,117,778

(12) FIRST SALES DATE: LAST. SALES DATE1__

“REPORTABLE EXPENDITURES

(13) CAT-A~EXPENSES

(14) CAT-B-EXPENSES 1_

(15) CAT-C-EXPENSES

(16) CAT-D-EXPENSES :_
(17) CAT-B-EXPENSES :_
(18) CAT-F-EXPENSES:,

(19) CAT-G-EXPENSES :_

(20) CAT-H-EXPENSES 1 _

(21) CAT~I-EXPENSES +,

91,095

(22) cat-o-ExpENses1 155/728
416,722

(23) CAT-K-EXPENSES:

(26) TOTAL REPORTABLE EXPENDITURES FOR VARIETY: 2,222,
",form,0060308461.png
"CIGARETTE REPORT FORM

(1) YEAR COVERED: 1987,
(2) BRAND FAMILY NAME: MALIBU

(3) VARIETY Descrrptron:_ King Size, Filter

(4) PRODUCT LENGTH: King Size

(5) PrLTER:__X NONFILTER:. (check one)
(6) HARD PACK: SOFT PACK: ___X (chezk one)
(7) MENTHOL NONMENTHOL: __X (check one)
(8) PACK SIZE soLD:, 20's

(9) *TaR* 16 mg tcorine: 1-3 m9 (ppendix ¢)
(20) VARIETY UNIT SALES: 1,800

(11) VARIETY DOLLAR SALES:___59,791

(12) FIRST SALES DATE: 10/26/87 ___ LAST SALES DATE:

REPORTABLE EXPENDITURES (In Thousands)

(13) CAT-A-EXPENSES: 34
0

(14) CAT-3-EXPENSES:

(15) CAT-C-EXPENSES: 38

(16) CAT-D-zXxPENSES:

(17) CAT-E-EXPENSES:

(18) CAT~P-EXPENSES:

(19) CAT=G-EXPENSES: 1

(20) CAT-H-EXPENSES:

(21) CAT~I-EXPENSES§,

(22) CAT-J-EXPENSES: 20

(23) CAT-K-EXPENSE

(24) CAT-L-EXPENSES:

(25) CAT-M-EXPENSES:, 1

(26) TOTAL REPORTABLE EXPENDITURES FOR VARIETY:___94 _

",form,0060270727.png
"+ ADDENDUM IT 24

COMPOUND PHYSICAL PARAMETERS

i 132 11/13/81 |
naCECOR RT Tom D wexsone o eaianeo
200.29 water omen po aston
oss 3400 Desse Dear omen
wmour earn wm neari
1 WATER ORE 2 wownceD ‘a ceowosmon 0 wewnoeD 1 vecourosmon
amv 1D wnoanaeo © wccourosmon 1 unnoeD reccourosmon
a exons 1 mowmaco 1 occourosmon 1 wenaneo 1 occowrosion
9 meovens 0 wrownceo ‘Deccovecemon 0 wromncco © occourosinon
9 won. D encranoco 1 oecounasmon 2 emcee 23 pecourosmon
Sire CORRS SUSGESTED NOUN PROCEED >
S
8
a
s
D
fi
Tone necouenontons OnonAt some stom sromse Refrigerate
in amber bottle at no
couroun sensi 10 more than 8°C
Dan GMAT uc Quote Dome. _

pH - The pH of a 50% concentration of A32 in a 52.6% dioxane/water
solution was calculated to be 2.92 at 22°C according to the extra~
polation procedures by Dr. P. D. Schickedantz, Lorillard Research
Center Accession No. 1662, Reference OR 83-125.

Solubility (See SOP for Biological Solutions)

Oral - 5g A32 forms a suspension with stirring in 10 ml 1% Tween 80
at room temperature. Reference OR 72-151.

Acute Cardiovascular - Mix 2 mg A32 with 0.2 m1 80% propylene glyco}|
and grind lightly. Add 0.8 ml saline solution. A32 is a suspensio:
in this mixture at room temperature. Reference OR 72-152.

Tame ; ore Ah

",form,00837285.png
"5 »

a

Attention DR. HUGHES, MESSRS, ALAR, SANDEFUR Department CORPORATE AFFAIRS

_BLOTT, BUTLER, MIDDLETON, CHRISTENSEN, PEPPLES, SACHS, FREEDMAN

Copies 1, HUMBER, M. BATEMAN Subject __L&M Lawsust,

PRESS QUERY

Publication ADWEEK = Midwest, ..
Reporter/Editor Fran Brock (212) 467-6500
Received by _ Mark Ahearn Time 1:45 P.M. Date 7/9/84

Deedline for response _ Already handled

Describe the storyline, list the questions and propased answers, and summarize
handling, including clearances.

Ms. Brock requested information regarding La lewsuit. 1 provided the
approved prepared response.

Reporter then requested clarification of ‘generic cigarette’ ys. ‘private
label cigarette’ and asked to be notified when further announcements regarding

generics were made.

M.A

RECEIVED
JUL 10 1984
JOHN ALAR

9822.009TS
",form,0011899960.png
"TO: SAM ZOLOT DATE TO CORP:
FROM: weg. wurcur - yon (314\934q-8090
DIV.NAME/NO: ST. TOUTS, ¥0
1997 SPECIAL EVENT REQUEST FORM
dente.
fetlertente
NAMEOFEVENT: Lorillard Metro Golf Outing 1997 rao
*DATE OF EVENT: September 10, 1997
Marcus Hellenic Spirit Charities Golf Classic
September 18, 1997 3
‘SAMPLES / TTEMS REQUIRED: SAMPLE 10'S (400 PACKS PER CASE)

ee
10'S

ea ome

7/31/97

Ks, KENTGLLTSKS.
fis = OD raw SS
= seen KS ,
KENT 100 = ig

NEWPORTLTS KS.
NEWPORTLTS. 100

ITEMS

WATER BOTTLES 49 980-2 mate awn Be

iy Cite teas Matteble 208 —

Cay Seater Be
‘SHIPTO: 1 CO ite
. Pyspeepert 4-4

(CUSTOMER SHIPPING NUMBER 198-g20-0003. oye? eh dss!
NYO ONLY:

DATE FORWARDED TO PROMOTION SERVICES:

tas

* PLEASE ALLOW 6 WEEKS FOR PROCESSING OF YOUR REQUEST.
ConFIRNATION To SPZ 147

8E9vS778

o1n7s7
",form,82254638.png
"Reconstituted Tobacco Leaf Substitutions
Export Formulas
Revision Date: 05/11/95

Allowable Grade Substitutions
for Export CPCL

Allowable Substitutions
RPCFS or RPCFS-O

peer

eoeses eae

ee RPCBS or RPCBS-O.
wcc

MC-4-S
MC-4-PH
MC-4-RC
MC-4-W

MC-1

~ {C Stem

| RXF Fine fiue cure RRXF or RRXF-O
RRXM-B
RRXM-T

RRBF or RRBF-O
RRB-B
RRB-L

RRB-T

SSbpuoustey
",form,0001118259.png
"FA 956(5-85)

o46se
1 0081. (a) BROWN & WILLIAMSON TOBACCO CORPORATION
CAPITAL BUDGET PROJECT
Rab :
Capital Budget «$000) Date Submitted
“m1
—pagpSIGARETIE IESE STATION (CTSA00:
Purpose >»
1 A Maintenance of Existing Business 5 _ Compliance with Outaide Requirements
2"" Expansion of Existing Business 6 _— Gompany Improvements & Adninistrative
3 __ New Products Requirements
4 Gost Reduction 7 __ Quality Improvement
ratas woeTmate Coat
This Project is _X_ Proposed TOTAL _ CAPITAL _EXPBNSR.
— approved; Proposal No. ——s0= __ a0 Do
Project Dates -
Submission _ 88 Start 88 Completion 11 _gg__
Yr. yrs Mo. Yrs

PROJEGT DESCRIPTION

The Cigarette Test Station (0TS400).combines many of the stand-alone instruments that
R&D currently uses to measure cigarette weight, pressure drop, ventilation, and
hardness into one compact module. The CTS400 has the additional measurement of
edgarette hardness in comparison with the C1S300. With this added measurement R&D will
de able to replace the Firmess Integrator that measures cigarette firmess in addition
to other measurements that are mentioned above. The Firrness Integrator is no longer
manufactured and parts are becoming difficult to obtain. Lastly, purchase of thie
instrument vould provide similar capability as the Macon Plant and help facilitate
comparisions between laboratories.

ESTIMATED SPENDING SCHEDULE

pent Prior to 19ET ‘Balance to Spend -
CAPITAL 89 CAPITAL
EXPENSE 9 EXPENSE
1989 SPENDING BY QUARTER YEAR CAPITAL —BXPENSE

AN.MAR, APR-JUN, JUL-SEP. OGT.-DEC, TOTAL © _1990_

CAPITAL 1991
‘EXPENSE, 1992. —
lees ___ —
Beyond
1993 _
Subartted by “approved by ————
Ww. 0. Crain

6210999405
",form,0011906503.png
"COUPON CODE REGISTRATION FORM
FROM: M. BORSIN!
TO: VINCE LOSITO

CC: T. BAYLIES, L. GIORDANO, V. LINDSLEY, J. SCHNEFF, S. RAPISARLDI, (V, DISCEW2A, ,& -

LUNDeE RG
“HARLEY-DAVIDSON DTS CPNS
BRANDS(S) APPLICABLE HARLEY-DAVIDSON.
MEDIA COUPON
ISSUE FREQUENCY/YEAR OCT - DEC
‘SPACEICOLOR
COUPON ISSUE DATE 10/11/93
COUPON EXPIRATION DATE 6/30/94
CIRCULATION 2,852,100 — 4 200
GEOGRAPHICAL AREA(S) NATIONAL
COUPON VALUE 3.50
PACK AND OR/CARTON PACK

ADVERTISING CREATIVE THEME
sionarurcorwmaton = COA Qe

DATE INITIATED 8108/93

ANALYTICAL REQUIREMENTS:
FOR CONTROL USE ONLY:
CODE ASSIGNED: R410

JOB NUMBER: i
EST, REDEMPTION:

OTELSETS

",form,91391310.png
"DESORIP2ION:

300 mm. ter; 100 :x. sceto:

oS WEI

D OF PREPARATION: _Wever revo ed ©

stillation with acetone

under vanu.n at <5°C.

MOGER OF CIGARETTES SYOXED:

Hoe.

SEXPPED 90:

New Yor#, New York

ener 2

ot 2 350 gm.

February, L¢

we content of tar .48% as determined b;

near infrared

spectroscopy.

fe

POSLETTO
",form,01197604.png
"CLIENT, LORTLLARD CORPORATION PUBLICATION. Daily Newspapers

PRODUCT: Kent, Newport, True and Old Gold

ISSUE ‘August 19, 1969
308 NO:

SPACE: 1900 Lines BEW —OATE: 8/8/69
a 1750 lines 2-color

LEAD-IN; New York Football Fans

Los Angeles Football Fans
Chicago Football Fans

HEADLINE: Pick The Winners And Win Up To $5,000
ILLUSTRATION: Line Drawings of Footbal] Scenes
BOLD_SUB-HEAD:

Jat Prize $5,000
2nd Prize $2,000
3rd Prize §1,000
deh Prizes 500 fans will receive copies of

. ""the Golden Anniversary of Pro-Footbel!

TEXT

Now you can win up to $5,000 for simply picking the winners

of the gates listed below. Just check the box next to the

team you think will vin, Allow for the point spread in your
selections. (For example, if a team is quoted as +7 pts. this
means they cust win the game by at least 7 points.) Prizes

will be awarded by random drawings to those who have the greatest

nunber of winning selections. Full decails are in the Official
Rules.

opyZ0L08
",form,80707440_7443.png
"RL TION

(DOMESTIC)
(Recommended Proposal Attached)
Daten March 3, 1993 No. | 1995-483
Description: | LUCKY STRIKE QUALITATIVE ADVERTISING RESEARCH - GATEWAY
CITIES
Requested by: | A.A. Strobel Research Reg. Atached: [Ves | _X [No
Budgeted: Yes No |X
‘Original Budgeted Amount: 30
‘Competitive Proposals Obtained: Only two bidders because third supplier has not yet signed B&W
contract
Cost per
Supplier Cost ($)__| Est. Travel | _ Total Cost__| Interview
‘Analyt Tsight, In. 27,000 2,500 29,500
Goldfarb Consultants 29,216 2,500. 31,716
Projected: ‘Summary of MRD Budget 1995
Internal Init. Date 37195 “Total Area Authorized: 500,000
Field Start ‘Current Balance Available 382575
‘Wave(s) 30195
This Changes 25300
(From Current Budget)
Field Complete
Wavels) 3753 | This amount a
(From Next Year's Budget)
Final Report Due ‘New Balance: 355075
(Supplier Rpt.)
‘Wave(s) 3195 ‘Committed to Date: 146925
(Current Year)
Project Type: | Qualitative Research
Sample Size: (Product Test, ARU, et2)
Recommended Suppl ‘Analyt Insight, Tne
Reason(s) for Recommendation: Lowest Bid
Submitted By: Gites
‘AnalysZ
Approved By:
sMgr Con. Res. (0 $100,000)
Approved By: Date:
Dir ‘& MUL, Res. (0 $250,000)
‘Approved By: Pt Lo Dates 3/3/2S—
Senior, VP Marketing (1 $1,000,000)
Budget Check: eck Atak Date:
Vieki Cla
Original: Project Fie
eH Williams
eso 466840246

4668402
PRODUCED FROM B&W WEB SITE

",form,11508234.png
"CREATIVE INPUT DOCUMENT

Date/Time: 10/30/98 1:46 PM _ Client Name:
Prepared By: Matter Numbet
Milestone Presentation Date: Project Title:
Estimated Creative Butiget: Est. Production Budget:
Concent: Execution: Media: _

OBJECTIVE

Why are we advertising?
What 0 wo plan fo achive?

1 Reatonship- Busing CG Retenton a Acauston Loyal
1 Compete Blocking O cress Set Upset Lead Generation
1 Now ProauctPackage into. 1 Direct Sale DAvareness == OTH

{3 change mage Perception Gober

To whom are we talking?

Whois tho primary targol fs there a secondary target? What I their relationship to the brand, and what do they cuenty thnk about A?

COMMUNICATION PLATFORD!

What is the single most important message/idea we are trying to communicate?
Whats the unique seling poston tot wl ep us achive our advartsng goal? Are thare any secondary messages?

What is the key henotit to the target?

Wat’ in orto racer?

Js there an otter/eall te action?

Vt are we ofering the target to persuade hiner lo act now? (A promium, swoopstakes, itedtine ofr, fe information, or something ese?)

What would we like our target to think?

‘inet woul our target say aftor being exposed to our program?

‘cimmy documents\wp\sample cid. doc 1 0f2 10/30/98 01:46 >

9LL6L098
",form,86079776_9777.png
"DAVis POLK & WARDWELL

EE

Fax Transmittal Sender
450 Avenue Charles Duggan
Aw Yo 10077 Daw ‘Number of Pages (his page included)
November 12, 1999 6
‘Sender Voice Number Tfproblems recciving this fax, call
212-450-4785 212-450-4785
Sender Fax Number Reference
212-450-3788 47555-002
te Fax Number Company Recipient Phone Number
Thomas M.Sobol 617-439-3278 Brown Rudnick Freed 617-330-8000
& Gesmer
Joseph F. Rice 843-720-9290 Ness, Motley, 848-720-8000
Loadholt,
Richardson &
Poole
Robert V. Costello 617-722-0286 Schneider, Reilly, 617-227-7500
Jeffrey D. Woolf Zabin & Costello
Richard M.Helmann 415-956-1008 Lieff, Cabraser & 415-956-1000
Heimann
Michael P. Thornton 617-720-2445 Thomton, Early & 617-720-1333
Naumes:
o
ow
a
a
oO
w
a
a
ate Tay cea rcIon

copying of ts fais of information hea by anyone othe tan te de
‘ipo we tu eapleyec a age ropoeie ur Selvring Se mcsage tended resin probibind You have aeecive thistle in eon,
lease oy inenoaely by tphone od etn tae fail by ral.
",form,83553333_3334.png
"PROJECT NUMBER: 991-18
B&W ORIGINATOR: Mary D, Davis
To: Mr. Johnny Pedersen - Gallup

ANSTRUCTIONS
THE FOLLOWING DOCUMENT 1S DIVIDED INTO THO SECTIONS.

CONTAINS THE PROJECT DESCRIPTIONS AND SPECIFICATIONS FROM
BAW. ALL BIDS SHOULD BE BASED ON THE SPECIFICATIONS IN THIS DOCUMENT.

SHOULD BE COMPLETED BY THE RESEARCH AGENCY AND RETURNED BY
FAX TO THE FOLLOWING PERSON:

NS. JACKIE KEY
Baw

LOUISVILLE, KENTUCKY
vu!

FAX NUMBER: 1-502-568-8092

2. IN ORDER TO ALLOW US TO COMPARE BIDS, WE REQUEST THAT YOU SUBMIT A BID
FOR THE RESEARCH AS SPECIFIED IN SECTION ONE.

SUGGESTIONS FOR ALTERNATE DESIGNS FROM THE AGENCY ARE WELCOMED. HOWEVER,
THESE SHOULD BE SUBMITTED AS SEPARATE DOCUMENTS APPENDED TO THIS BID

3. IF YOU HAVE ANY QUESTIONS, PLEASE CONTACT THE FOLLOWING PERSON:

Mary D._Davi
FAX NUMBER: 1=502-568-

OTHER INFORMATION

DATE REQUESTED: 2/22 by courier
DEADLINE FOR BID RECEI!

464565018
",form,0011845203.png
"—/14498 18:58 FAX 208 935 05:

‘TeLEPHONE (206) 653-7293.

e HAGENS BERMAN

tera AVENUE, SUITE age - SEATTLE, WA 08103

SIME (308) 628-0898

WA Fee-Pa
oor!

Xe Gad

FACSIMILE COVER SHEET

Date: January 14, 1999 No. of Pages 27 cian is pgs)

From: Steve W. Berman, File No.: \ a a

Ret__ Tobacco - Fee Payment Agreement and Release

‘COMMENTS:

Recipient(s): ‘Company: Phone No.: Fax No.:

‘Mr, Meyer G. Koplow Wachtel, Lipton, Rosen (212) 403-1000 (212) 403-2000
‘& Katz

‘Mr. Arthur F. Golden Davis, Polk & Wardwell (212) 450-4000 (212) 450-4800

‘Mr. Martin Barrington Philip Morris Inc. (917) 663-5399

‘Mr. F. Anthony Burke Brown & Williamson (502) 568-7297
Tobacco Corp.

‘Mr. Ronald Milstein Lorillard Tobacco Co. (336) 335-7707

‘Mr. Charles A. Blixt RJ. Reynolds Tobacco (336) 741-2998
Co.

‘Mr. Stephen R. Patton Kirkland & Ellis (312) 861-2000 (312) 861-2200

Please call the Support Center at (206) 268-9312 or,

Urgent! Deliver Immediately.

not receive all of these pages or if there is a problem.

atext,

ifyou do

“The nation coed I is fei conti and may als be ataceyrivieged. the infruton send oly for he we of
‘he individual or eny eo whom ts dese. yon a at te ended ecico th empleyes oc gent spose fr dling is
{Ge ende cia, ou etbyied th ny wn semi, driven or spying a command is ty pros
yo ive recived is Bene cor, easily ody ws Baal tsepoe cal 200) 237292, wed eau be gal
racing to sli res shove vi tu US Pol Server. Thnk you

Agree.

ZTBTLLGEB
",form,83573282.png
"ACCEPTED SYMPOSIUM Return this form to:

ieninary ‘ AAAS Meetings Office
Preliminary Program Information 1901 Vermont Ave., N.W.
‘Washington, D.C. 20005

‘Submit not later than1 November | Telephone: (202) 842-9530

Annual Meeting
id vos Angi eles

26-31 ra} 1985,

‘READ REVERSE SIDE BEFORE FILLING OUT THIS FORM
ip 202/ 457-4850

RINCIPAL ORGANIZER (who will receive correspondence): TELEPHON! Ste ee
‘AME_Marvin A. Kastenbau AFFILIATION,

‘DDRESS; CITY, STATE, ZIP 20006
‘O-ORGANIZER (If applicable): TELEPHONE.

a
JAME. AFFILIATION,
DDRESS. CITY, STATE, ZIP.
FOR ONE SESSION

‘NAL TITLE OF SYMPOSTUM. ‘THE HUMAN CHROMOSOME
wesider_DE» William J, Schull povinon Dizector - Genetics Centers
Affuinuen Univ, of Texgs Graduate School of Biomedical Sciences (Houston)

+ Speaker Dr. Jorge J. Yunis Potition.._ Professor

Adtinion_.UBLV. of Minnesota School of Medicine

topic_The Oncogene, the Fragile Site, and Nonrandom Aberrations

«Speaker DE» Sheldon Wolff poviion OPStrMAn - Professor of Cytogenetic
Atm LbOFAt. Radiobiology & Environmental Health - U. of Cal. San Francis

‘Topic _Sistaz-Cbromatid Exchanges

+ Speaker De. Patricia Jacobs _ Position _PE0£e8 807.
Atmision University of Hawaii - Dept. of Anatony
‘Topic__Abnozme Human Chromosome Complements

+ Speaker__Dr. Ravmond White Position PZ 0LESSOF.
Aftlinion University of Utah

‘opie ‘A Human Linkege Map based on DNA Markers

 Speaker_DE. Michael A Bender Posion__Cytogeneticist
amluion___Beookhaven National Laboratory - Medical Department
Topic___Cynogenetic Epiceniolcey

See Reverse Side

",form,0060262650.png
"‘TEST ARTICLE RECEIPT

TA #:___7072810

Lori llare

SPONSOR'S NAME:

‘TEST ARTICLE TOENTIFICATTON: _ 8220

tore 4:,

SHIPPED VIA:__Direct: Sxveess

Clear brown liquid

PHYSICAL DESCRIPITON:

MO. OF CONTAINERS: _—_*ne

(OSs WEIGHT: __lot ~rovided NET WEIGHT ({f provided) : 100 9

EXPIRATION DATE: oe “rovided

Store refrigerated in‘dark:

SPECIAL HANDLING REQUIREMENIS!,

93/01/90

",form,87137840.png
"THE

“AMERICAN, APPROVED MARKETING PROJECT
TOBACCO EXPENSE RECOMMENDATION
COMPANY
| Project No | $0002 Supp 2 [Description | Displays ]
S750
Private Stock.
cartes 008
37,560,000

Dispia CAR-MMT-DSP 31,000.00

. PRV-MMT-DSP (31,000.00)

",form,0060173256.png
"Quotation To:

Lorillard

One Park Avenue
New York, NY 10016

Attn: Neil Toumey
> Peter Faucetta Jr.
Cuanties and Desergton
H/D 8 Pk. Wide Header
4 C/P +2 Hits Day-Glo + Spot Varnish
; Qty: 89,725.
sizes
19.750 X 11
Paper and Matra:
» 24 pt. Carolina C/1/S
Preparation and Compostion:
Final Film Supplied
> Combined Blue
Process and Colors: 6/1
""
» :
| Binding: Leave in Full Sheets
> Packing and Distbuton
Bulk in cartons, FOB Oceanside
1 peter bate Please allow 14 working days for delivery
Pres and Schade
, $16,158
&
a
g
Ope Sono Pea x
NP
’ - @
{ffx
‘Accepted by: Applied Graphics Technologies

19,

i

50 West 23rd Street, N.Y.C. 10010
‘TEL: (212) 627-4111 FAX: (212) 627-8602

Attra eid wos ec i Th can mjc Sundae Cree er eng Pins ware ne es,
‘sch ages on arr ret ty metre et utr sa owt aad rere a fred ye Senn Nee caeano reco
frauen ror cer omnes sb ry rena No basen oa tare mney ope setenv Pear oy Sous ore ne
cnr appar rennet anthne er Sa nS nnd oad
",form,88547278_88547279.png
"n°

| QUALITY IMPROVEMENT SUGGESTION
OUR MISSION IS SUPERIOR CONSUMER SATISFACTION
Highest Quality, Teamwork, Do Right Things Right The First Time
RESEARCH & DEVELOPMENT
parEr_June 21, 1993EPARTMENT: __R&D Library
SUBMITTED BY: (arol_§. Lincoln.

SUBMIZZER'S ssf: __407-64-3484

SUGGESTION: (Describe Current Situation and idea)

specific, when we should be gatting more general. Right now, people mst work to understand

the system. We must spend too much time administ:

cur files.

ing the system, labeling, and cleaning
complying is a real burden, both for the individual and for the reconis
coordinators.

1. Drop the category specifications altogether.

2, Use moregeneral categories.

hy: have han pe es le atte iy Fe gee sy —
worst ona lad spot Scoviss epgen

‘RESPOND HERE tepleaent: []res []no [Jrending nate
o
Q
iS
b
°
a
p
“Rpproval Siguature/pate (Sion & Peint Manes) Reeponder/Date ray

(See Instructions On Back)
",form,0001123541.png
"COMPOUND PHYSICAL PARAMETERS

h crystalline solid at room temperature which melts at >56*C.

‘The pi of a 508 concentration of A221 in water was theoretically
calculated to be 7.26 at 22°C from a 0.5% solution in 79.5% aqueous
dioxane according to the extrapolation procedures of Dr. B.D.
Schickedantz, Lozillard Accession Number 1662. Referencetfi5~i0-1.

Not Determined.

‘A221 is soluble in EtOH at 0.2 g/ml, with stirring, at room
temperature. Reference BC30-88.

‘h221 forms a solution in corn oil at 0.5 g/0.5 mb, with stirring
at room temperature. Reference BC30-88.

A221 forms a solution in corn oil at 0.5 9/0.5 mb, with stirring
at room temperature. Reference BC30-88.

A221 is insoluble for this procedure. Reference BC30-88.

Refrigerate in an amber glass bottle at no more than 8°C.

Jae aHear Quosnme 2 onan

S0L8ZELE

Ci) Cypuae A= 13 Ti evemsen 2% 1990

",form,87428306.png
"12/12/98 08:33 S04 7348016

LORILLARD TOB

Boo1/004

KA. Spartow
from: F.Stokions vectslx] renee]
saw 2s [_] APRA
SUBJECT: MAVERICK SPECIALS = PROGRESS REPORT
[seoonaeny|
REOION: rout PARTIAL
(ONLY if PARTIAL REGION CONTINUE WITH OIVISION{S) SCOPE)
pivision: uu PARTIAL
DIVISION NAME: DIVISION NAME: a ners
DIVISION NAM ___pivision wane: ners
DIVISION NAME: DIVISION NAME: wrens
DieTRIBUTION
DIRECT ACCOUNTS AND CHAINS HEADQUARTERED WITHIN THE RE‘
151 STORES) STOCKING NO MAVERICK SPEC!
NO. OF |. “NO: OF
i NAME OF ACCOU! ___| stores stones
Kas 199] Seyi oi 20
Delehemes 130] Dentaee 19
Winn Die 25] Soutoos Foods 20)
Sehwegmann “29| Compas Foods 1a]
7 26| Bayou Foods 17
36] Econ 18] co
23 - o
nm
Huber Ou 23 o
owls Corp 22 2°
- nN
°o
a
MaveRos Page tof4

11-Dee=96
",form,86230203_0206.png
"Date: 3/27/84 84-C-7
Sample No. 1078-84

~ ‘Type of Cigarette NP Control 85

- Batch Size As 1

C_ isinal Request Made By 7. Jessup on 2/13/84
Purpose of Sample Mkt. Research Newport

Sample Specifications Written By W. Barnes

BLED casnig RECASING FINAL FLAVOR MENTHOL,
‘1077-84 7773 1774 attached 8098
Cigarettes Hilters
Maker me 9
Length 84.0rm
Filter Length 21.0nm Kind
Circumference 24.8mm
Weight 96.0 g/100 Rod Length 126 mn
Paper E554 Pressure Drop 370mm
Tip. Paper Simm cork- Bousta Circunference 24. 7m
TOD 01042-4 lines perf. Weight 81.0 g/100
Tip. Paper Por. 426C Plast. 7% Kent
Glue Roller Mk IT 85 Plug Wrap E626
C Air Dilution MA Plug Wrap Por. 1509¢
Comb. Wrap
Con. Wrap Por.
Bragping Responsibility
Labels white ‘Tobacco Blend production, Barnes
Closures Filter Production production
‘Tear Tape Making & Packing Barnes, Femald
Cartons white Shipping
Markings code #746 Sample Requistion T. Skinner
(Form 02:20:06)
Requirements Laboratory Analysis:
o“Taboratory Noisture analysis
Other Menthol analysis

‘Tar & nicotine analysis
Special Requirenents
1, Cigts. to be packed in white labels printed with ""20 Class A. cigts.,
AIF Auth. #47, sample not for sale, all applicable state taxes paid,
Cigts. to be inspected, placed in 4 pk. mailers and shipped to y
Inc., for Mkt. Rsh. Study.

ES9bLSTS

",form,81574683.png
"HONEMPITHIOL PRooueE mHS

summers 5% Reolacenent of Propylene Glycol with SORBITOL

eae 250 VICRBOW/I25 Hox tboro/125 winston

crcnnertms
9627/4842 ~ current vicEROY 84

4607/4527 ~ Current VICEROY 84 oxcopt with
25H 9f the propylene glycol
replaced with SORBITOL.

BrEnENCR:
We27/e47) current vicznoy 24.
iea7/e27) 2h pa wich SowarroL

acmazpurss: viceroy competitive
Gorrent EF caareat TEE
VICEROY 88 w/SonorTOL. VICEROY 84 w/soRnTzoL,
(0627/GI )(@ 687/621) ( ez77547) “Thets/627

staenora + 4
uaRsHIEES rs =e
NPTERTASTE rs EFIAD

ore uF ur mL Lac Ls
GUaicty ar tue betas BEINe FILM

",form,0001239897.png
"PROJECT INITIATION FORM *

PROJECT CODE BD-FE — PATE__ 14/99
PROJECT NAME BULL DURHAM Full Flavor King Size Cigarettes

PROJECT LEADER

uF. anders/J. €. Mann

WORK REQUESTED BY

Marketing

PROJECT OBJECTIVE

Develop l4-mg ""tar"" delivery king size cigarette.

for generic pricing directed toward young male

smokers. Cigarette dimensions - 85 mm x 24.9 mm

circumference - 20 mm filter - 24 mm tipping.

Offshore tobacco blend with unique flavor formulation.

Cork tipping.

OTHER PERSONNEL
ASSIGNED

cc: RSS
RDC
PRL
PRC
DRB
Records
Project Leader

Approved by

Other Personnel Assigned
",form,0011856542.png
"TEST ADIESIVE EVALUATION

Supplier:

Adhesive Coder

Application:
(tipping, carton end flaps, ete.)

Test Perio:

APPROVED NOT APPROVED

If not approved state reasons.

‘Tester
Quality Control
Socal Purchasing
Manager

Complete and return to D. R. Brickey, Department of Research
and Development, as soon as possible,

ATKO2 0083035
",form,0060025670.png
"Apri 27, 1981
MARKETING RESEARCH PROJECT APPROVAL

(fo be! filled out by Marketing Research Department)

j PRovect : :
PRODUCT ow Products’ pins Soke ""Posse Groups __goa4_5546/148L

Research Design (N, Cells, Elegibility, Design, Key Banner Breaks, Methodology, Cities)

=

Three Groups (1 male/2 female) will be conducted in Ridgewood, N.J. on May 7th
to explore the NSS concept/product.

The groups will be comprised of random Reduced Tar snokérs., No group will
be over represented by brand, type or size of cigarettes.

ALL smokers will be 18 years and over and snoke 10+ cigarettes per day.

Key Criteria For Analysis y
To determine if the NSS, concept/product is viable based upon| smokers reactions.

Research Limitations

Information from thig exploratory research is directional only.

\

Cost Estinate__ 94.916

+ = 108 Contingency ;

iyes_X_ | no,
Final Report Inc.

y yes. no.

Research Firh__Ruth Manko Assoc.
Facility: Suburban Associates
Agency: D'Arey/deGarno

preparea by: AE neva

Approved by:

Incidence

Length Int.,

4 open Ends.

# Banners.

Topline Oral presentation w/o 5/18

Final__‘weitten presentation w/o 5/25

Moderators feet $4,500.00
Facility: 1,500.00

Agency: : 816.00

£2LL9868
",form,89867723.png
